6734.000000 1453.000000 1 
6734.000000 1453.000000 2 
6734.000000 1453.000000 3 
6734.000000 1453.000000 4 
6734.000000 1453.000000 5 
6734.000000 1453.000000 6 
6734.000000 1453.000000 7 
6734.000000 1453.000000 8 
6734.000000 1453.000000 9 
6734.000000 1453.000000 10 
6734.000000 1453.000000 11 
6734.000000 1453.000000 12 
6734.000000 1453.000000 13 
6734.000000 1453.000000 14 
6734.000000 1453.000000 15 
6734.000000 1453.000000 16 
6734.000000 1453.000000 17 
6734.000000 1453.000000 18 
6734.000000 1453.000000 19 
6734.000000 1453.000000 20 
6734.000000 1453.000000 21 
6734.000000 1453.000000 22 
6734.000000 1453.000000 23 
6734.000000 1453.000000 24 
6734.000000 1453.000000 25 
6734.000000 1453.000000 26 
6734.000000 1453.000000 27 
6734.000000 1453.000000 28 
6734.000000 1453.000000 29 
6734.000000 1453.000000 30 
6734.000000 1453.000000 31 
6734.000000 1453.000000 32 
6734.000000 1453.000000 33 
6734.000000 1453.000000 34 
6734.000000 1453.000000 35 
6734.000000 1453.000000 36 
6734.000000 1453.000000 37 
6734.000000 1453.000000 38 
6734.000000 1453.000000 39 
6734.000000 1453.000000 40 
6734.000000 1453.000000 41 
6734.000000 1453.000000 42 
6734.000000 1453.000000 43 
6734.000000 1453.000000 44 
6734.000000 1453.000000 45 
6734.000000 1453.000000 46 
6734.000000 1453.000000 47 
6734.000000 1453.000000 48 
6734.000000 1453.000000 1 
